10659	213972
10690	213125
10692	205185
10737	203476
10741	197074
10786	195961
10790	195457
10835	194344
10876	194272
10892	193753
10912	192776
10918	192187
10920	191110
10936	190959
10953	190279
10957	190054
10960	189019
10972	188204
10993	188188
11000	187043
11011	186895
11039	186667
11040	184945
11104	183359
11117	181528
11180	181390
11190	181203
11213	180559
11235	179176
11273	179076
11287	179032
11299	177509
11332	176678
11361	176589
11405	175975
11419	175360
11451	175052
11463	171831
11592	170613
11625	170310
11640	170242
11642	167877
11664	167363
11678	166295
11781	164751
11809	163086
11861	162652
11882	162086
11912	160771
11992	160496
11996	160482
11999	159528
12033	159405
12041	159291
12101	157129
12173	156447
12207	152955
12313	152944
12328	151589
12431	150107
12439	149160
12475	148034
12585	146955
12641	146786
12651	146744
12658	146630
12659	144687
12722	144562
12727	144102
12743	143448
12809	143233
12817	143160
12839	142851
12842	142104
12865	141358
12912	140507
12980	140047
12986	139943
13028	138927
13082	138011
13116	137932
13138	137788
13173	137067
13197	136815
13241	136300
13264	135638
13286	135436
13315	134879
13316	134739
13337	134677
13404	134216
13411	133804
13415	133092
13469	132674
13531	131763
13573	131673
13593	130814
13616	130812
13635	130650
13655	130531
13657	130523
13667	130053
13701	129267
13763	128318
13808	127509
13904	127406
13912	127355
13925	127095
13936	126426
13969	126046
13978	125013
14076	123833
14132	122831
14152	122648
14214	122395
14284	121333
14341	120899
14346	119886
14493	119792
14513	119533
14514	119059
14547	118890
14550	118233
14551	117986
14626	117954
14642	117640
14663	117374
14686	116517
14732	116416
14742	116292
14783	115720
14840	115009
14862	114868
14907	114149
14948	113960
14964	113494
15032	112372
15171	111474
15255	111226
15280	111000
15305	110726
15321	110551
15333	110369
15350	109920
15382	109592
15464	108706
15516	108610
15542	108183
15595	108123
15614	107810
15629	107621
15676	107483
15701	107456
15707	106857
15755	106798
15780	106712
15796	106642
15800	106617
15810	105780
15839	105546
15915	105034
15973	105003
16002	104560
16006	104528
16021	103459
16126	102768
16188	102441
16298	102409
16330	102320
16336	101536
16347	100890
16369	100705
16477	100485
16481	100451
16514	99872
16536	99687
16598	99360
16649	99331
16704	99304
16706	98652
16769	98125
16789	98097
16803	97916
16814	97617
16921	97443
16924	96791
16981	96653
17052	96603
17058	96352
17088	96141
17131	96085
17140	95663
17162	95300
17255	95123
17283	94553
17286	94087
17308	93895
17319	93256
17513	92866
17602	92406
17628	92405
17645	91849
17659	91290
17678	91018
17692	90459
17891	90316
17894	89777
17902	89677
17975	89609
18018	89052
18051	88221
18206	88097
18210	87647
18261	87439
18275	86880
18388	86424
18444	86134
18454	86025
18518	85457
18623	85281
18634	84642
18685	84439
18793	84068
18817	83337
18914	83155
18953	83058
18971	82845
19065	82392
19081	82137
19146	81993
19219	81811
19232	81374
19321	81303
19334	81166
19375	80887
19386	80793
19434	80523
19451	80479
19559	80046
19605	79811
19641	79627
19699	79433
19727	79421
19767	79113
19778	79035
19784	78981
19794	78702
19870	78554
19890	78507
19895	78404
19909	77724
20037	77525
20046	77352
20055	77332
20090	77114
20113	77016
20162	76900
20187	76698
20193	76647
20259	76182
20313	76008
20370	75740
20391	75721
20392	75520
20435	75483
20458	75285
20517	75200
20534	75147
20582	74938
20604	74551
20634	74245
20706	74070
20737	73889
20794	73882
20798	73398
20886	73089
20951	72832
20953	72653
21048	72651
21050	72649
21053	72432
21068	72414
21117	72213
21138	72186
21148	72145
21164	72143
21187	72111
21212	71804
21270	71000
21415	70949
21434	70560
21524	70519
21536	70437
21545	70088
21582	70086
21674	69775
21714	69660
21797	69433
21809	69418
21812	69383
21822	69062
21920	68856
21986	68622
22006	68508
22061	68429
22084	68421
22134	68148
22154	67904
22222	67876
22284	67358
22352	67299
22418	67228
22430	66589
22578	66384
22631	66038
22691	65779
22776	65631
22801	65541
22820	65375
22823	65353
22949	65266
22981	65195
22997	65142
23019	64924
23053	64762
23088	64717
23094	64694
23123	64311
23187	64200
23276	64101
23304	63823
23312	63648
23425	63557
23433	63530
23471	63302
23499	63286
23571	63087
23588	62981
23616	62909
23669	62780
23682	62629
23796	62096
23887	61853
24022	61796
24033	61383
24108	61182
24221	61167
24264	61076
24282	60867
24293	60745
24332	60706
24345	60469
24379	60126
24605	59831
24780	59815
24875	59294
25038	59204
25044	59097
25100	59023
25123	58933
25132	58872
25172	58601
25243	58528
25275	58155
25444	57958
25549	57892
25653	57766
25705	57731
25729	57564
25778	57297
25798	57217
25851	57147
26032	57099
26066	56916
26088	56776
26135	56750
26194	56388
26392	56084
26569	55855
26611	55838
26664	55768
26752	55410
26940	55186
27103	55169
27129	55127
27151	54915
27216	54716
27364	54353
27413	54086
27779	54044
27815	54008
27834	53905
27848	53605
27851	53545
27946	53375
28010	53322
28119	53168
28245	53038
28274	52871
28370	52613
28506	52552
28529	52474
28567	52227
28695	52160
28721	51968
28783	51802
28903	51793
28990	51792
29077	51600
29084	51352
29351	51313
29356	51256
29366	51223
29419	51087
29444	51031
29458	50995
29496	50942
29611	50738
29621	50650
29686	50634
29723	50440
29872	50252
29945	50122
30037	50105
30056	49910
30068	49733
30091	49707
30274	49695
30345	49669
30429	49481
30490	49246
30598	49208
30681	49101
30688	48710
30939	48579
30960	48510
31048	48285
31325	48221
31393	48142
31454	48125
31475	48079
31479	48036
31487	47998
31497	47808
31587	47774
31665	47722
31708	47285
31796	47060
31994	46878
32082	46653
32288	46615
32345	46567
32409	46428
32433	46342
32584	46171
32631	46160
32669	46073
32672	45946
32688	45837
32776	45612
33062	45420
33309	45228
33368	45164
33456	44939
33657	44930
33677	44868
33742	44747
33765	44643
33927	44386
34167	44327
34292	44165
34376	44135
34386	44111
34406	43994
34445	43970
34489	43736
34607	43713
34652	43651
34733	43616
34781	43485
34893	43400
35010	43313
35072	43273
35142	43187
35156	43099
35227	43052
35244	42874
35372	42631
35640	42619
35645	42448
35834	42354
35955	42197
35991	42093
36052	41958
36204	41955
36306	41642
36407	41633
36486	41606
36523	41514
36680	41450
36725	41368
36748	41263
36836	41038
37031	41003
37087	40960
37202	40931
37244	40833
37341	40644
37528	40566
37558	40516
37659	40379
37875	40320
37895	40164
38066	40005
38155	39932
38384	39740
38511	39617
38563	39568
38684	39543
38712	39539
38760	39406
38908	39396
38910	39379
38976	39366
38979	39365
39038	39318
39044	39298
39058	39295
39118	39099
39143	39097
39214	39058
39320	38949
39426	38906
39441	38890
39448	38829
39532	38793
39546	38619
39769	38590
39963	38574
39981	38545
40006	38408
40014	38367
40177	38225
40291	38221
40348	38175
40451	38162
40558	38151
40571	38113
40576	38036
40699	37903
40779	37852
40780	37726
41000	37709
41067	37625
41173	37610
41238	37556
41243	37524
41259	37439
41308	37372
41524	37194
41606	37115
41726	37079
41739	37036
41814	36854
42018	36834
42247	36788
42347	36732
42357	36672
42398	36626
42422	36603
42445	36599
42508	36531
42571	36430
42616	36410
42747	36345
42871	36271
42989	36237
43029	36188
43073	36162
43074	36122
43122	36047
43143	35990
43217	35986
43378	35848
43523	35796
43543	35790
43557	35673
43674	35671
43898	35556
43930	35440
44071	35264
44295	35183
44476	35087
44561	35070
44601	35020
44606	34982
44627	34841
44757	34750
44870	34689
45051	34676
45081	34635
45148	34629
45154	34581
45202	34504
45278	34474
45406	34404
45530	34213
45664	34197
45747	34114
45920	33914
46308	33862
46351	33848
46437	33807
46461	33778
46549	33642
46571	33547
46909	33522
46990	33453
47017	33355
47221	33338
47370	33277
47534	33248
47621	33213
47668	32988
47777	32915
48176	32884
48403	32839
48407	32689
48692	32687
48725	32590
48764	32549
48827	32517
48853	32497
49125	32458
49153	32335
49407	32207
49559	32162
49596	32146
49807	32058
49879	32057
49898	32055
49938	32007
50094	31974
50182	31947
50311	31927
50386	31792
50443	31680
50753	31562
50893	31510
50897	31467
51056	31386
51202	31335
51264	31208
51448	31188
51707	31019
51846	30986
52012	30982
52055	30906
52099	30821
52498	30717
52703	30708
52808	30677
52868	30649
52870	30551
53270	30463
53354	30341
53474	30337
53756	30196
53867	30174
53966	30169
54067	30084
54213	30041
54370	29971
54651	29808
55070	29788
55095	29765
55102	29676
55132	29666
55267	29527
55551	29419
55923	29395
56017	29293
56137	29289
56330	29276
56408	29253
56431	29169
56679	29108
56876	29091
56956	28996
57207	28934
57291	28860
57450	28838
57490	28775
57631	28774
57727	28726
57742	28699
57805	28603
58131	28591
58258	28544
58318	28461
58503	28411
58737	28318
58932	28244
59060	28220
59248	28206
59260	28196
59262	28160
59270	28132
59345	28014
59505	28011
59518	27903
59857	27882
59954	27812
60241	27770
60383	27745
60454	27735
60487	27676
60516	27650
60576	27643
60812	27560
61065	27537
61069	27436
61257	27352
61474	27302
61482	27272
61552	27260
61642	27250
61858	27232
61934	27211
62088	27129
62118	27116
62240	27110
62331	27097
62357	27042
62518	27008
62629	26962
62635	26907
62715	26838
62889	26793
63166	26679
63425	26605
63677	26506
63720	26504
63831	26446
63961	26398
64195	26336
64542	26296
64647	26239
64721	26220
64760	26207
64876	26201
64885	26051
65118	25932
65576	25927
65644	25905
65820	25902
65857	25793
65903	25782
66167	25756
66196	25708
66228	25666
66344	25589
66585	25483
66933	25384
67244	25288
67596	25158
68050	25136
68175	25046
68216	25030
68381	25014
68533	24874
68823	24843
68881	24835
68990	24784
69411	24671
69638	24584
70039	24515
70252	24476
70290	24395
70689	24376
70727	24365
70905	24308
70978	24245
70981	24189
71241	24144
71723	24097
71930	24057
72020	24044
72091	24043
72147	24036
72178	23860
72761	23771
72947	23734
73106	23688
73347	23642
73776	23601
73940	23583
74095	23531
74209	23517
74310	23465
74550	23294
75276	23291
75348	23289
75416	23282
75462	23239
75678	23195
75782	23181
75904	23150
75964	23141
76036	23124
76055	23085
76085	22961
76146	22910
76773	22811
76994	22769
77145	22747
77577	22680
77863	22609
77918	22582
78055	22548
78198	22524
78551	22459
78571	22419
78886	22374
78987	22345
79221	22298
79570	22256
79784	22255
79819	22222
80007	22149
80220	22135
80359	22093
80393	22057
80428	22030
80585	21996
80991	21981
81043	21922
81168	21907
81434	21803
81670	21769
81718	21695
82238	21674
82301	21606
82390	21599
82406	21545
82451	21535
82575	21529
82989	21456
83276	21401
83509	21348
83560	21293
