9440	631797
9450	608951
9492	607377
9508	604653
9510	598337
9512	591410
9581	590458
9595	588399
9624	585953
9628	575637
9652	572878
9662	572437
9694	571304
9721	569595
9733	568711
9751	562957
9756	562562
9797	562079
9798	560988
9799	555152
9809	546407
9822	545652
9840	542959
9882	541385
9904	528244
9928	525645
9976	523620
10000	521021
10053	519912
10065	519855
10095	517771
10189	515514
10192	512357
10225	508750
10237	506590
10254	505221
10293	504455
10296	503647
10314	503496
10320	503275
10329	500735
10351	497367
10353	497279
10388	495108
10454	493124
10459	489956
10484	485127
10520	483980
10525	482670
10569	480722
10600	477274
10644	476596
10665	476108
10687	465069
10705	464278
10721	462343
10727	459823
10758	456375
10802	455697
10827	455423
10831	454028
10875	453350
10900	453076
10935	452780
10977	452173
10997	451644
11013	451137
11085	450661
11086	448790
11087	448620
11101	448454
11143	446489
11157	446446
11192	446341
11196	443025
11236	441406
11250	438134
11292	436560
11332	436498
11335	433341
11377	431767
11436	430912
11442	430601
11465	428560
11530	427394
11562	426316
11566	426131
11611	425059
11641	424754
11664	422783
11713	421526
11715	419855
11787	417450
11796	416660
11815	416395
11842	415286
11857	414094
11870	413106
11881	409930
11911	408981
11937	407472
11953	405715
12022	404763
12057	403652
12119	403331
12126	402700
12139	400504
12161	400467
12183	399826
12218	398942
12280	396262
12338	395063
12355	395011
12379	394296
12396	394120
12410	390848
12432	390811
12475	389682
12526	389362
12527	388081
12627	386933
12699	385071
12720	384292
12745	384034
12777	382593
12786	380743
12832	380560
12842	380491
12848	380337
12851	379577
12877	378044
12896	375527
12909	375270
12940	374346
12967	374327
12978	374212
12981	371055
13050	370103
13055	369149
13124	368197
13175	366115
13244	365163
13316	364947
13341	363731
13380	363568
13413	363527
13417	362518
13445	362402
13448	362399
13480	362289
13481	361139
13491	360612
13545	357630
13593	355529
13598	355354
13647	354097
13669	354060
13712	352565
13717	350572
13745	350340
13797	348922
13818	348143
13833	347792
13846	347535
13874	346874
13879	346077
13894	345919
13909	345860
13918	343320
13987	342368
14050	341367
14084	340936
14094	339706
14163	338754
14164	338102
14210	337173
14232	336933
14253	336546
14286	336251
14299	335617
14315	335498
14329	335098
14389	333824
14434	333423
14457	332655
14494	332149
14515	331956
14534	330110
14574	329030
14589	328971
14598	326431
14659	325674
14721	325268
14728	324722
14789	324206
14826	324101
14871	321704
14900	321280
14903	321051
14946	319710
14963	318884
15025	318478
15071	317777
15128	317280
15137	316866
